Timestamp entering;Timestamp leaving;Token sign;Random number bar;Bussiness number bar;Hash bar
1607268608509;1607268633436;MD0CHQCYvVJgXwY5iG30CiYXSbu0vsyILB1JWzQG8QtvAhxWGInTG5jogqLHEcX30m4m+2hnaYhxyvaXRkPM;MgIYTmCr/Fi+y5fhllRiZOAvsu4=;1111;JtFW30IY/DoD2ffyNd0KNH/Q1dtC9f3tBnpxIvWax1k=
